date,customer_id,income_date,income_type,income_amount
2024-12-31,18716,2024-11-05,1,905.19
2024-12-31,18716,2024-12-05,1,885.99
2024-12-31,18717,2024-01-25,1,970.95
2024-12-31,18717,2024-02-25,1,970.45
2024-12-31,18717,2024-03-25,1,957.79
2024-12-31,18717,2024-04-25,1,973.18
2024-12-31,18717,2024-05-25,1,988.54
2024-12-31,18717,2024-06-25,1,960.41
2024-12-31,18717,2024-07-25,1,967.25
2024-12-31,18717,2024-08-25,1,988.67
2024-12-31,18717,2024-09-25,1,960.31
2024-12-31,18717,2024-10-25,1,961.37
2024-12-31,18717,2024-11-25,1,985.8
2024-12-31,18717,2024-12-25,1,956.23
2024-12-31,18718,2024-01-15,1,1162.42
2024-12-31,18718,2024-02-15,1,1164.81
2024-12-31,18718,2024-03-15,1,1177.4
2024-12-31,18718,2024-04-15,1,1177.42
2024-12-31,18718,2024-05-15,1,1165.99
2024-12-31,18718,2024-06-15,1,1172.34
2024-12-31,18720,2024-01-25,1,818.99
2024-12-31,18720,2024-02-25,1,822.53
2024-12-31,18720,2024-03-25,1,800.6
2024-12-31,18720,2024-04-25,1,805.74
2024-12-31,18720,2024-05-25,1,809.46
2024-12-31,18720,2024-06-25,1,809.83
2024-12-31,18720,2024-07-25,1,805.51
2024-12-31,18720,2024-08-25,1,833.97
2024-12-31,18720,2024-09-25,1,828.41
2024-12-31,18720,2024-10-25,1,824.09
2024-12-31,18720,2024-11-25,1,817.72
2024-12-31,18720,2024-12-25,1,820.78
2024-12-31,18721,2024-01-20,2,690.67
2024-12-31,18721,2024-02-20,2,674.23
2024-12-31,18721,2024-03-20,2,690.12
2024-12-31,18721,2024-04-20,2,673.09
2024-12-31,18721,2024-05-20,2,690.3
2024-12-31,18721,2024-06-20,2,667.34
2024-12-31,18721,2024-07-20,2,665.66
2024-12-31,18721,2024-08-20,2,668.82
2024-12-31,18721,2024-09-20,2,691.25
2024-12-31,18721,2024-10-20,2,676.27
2024-12-31,18721,2024-11-20,2,693.09
2024-12-31,18721,2024-12-20,2,685.44
2024-12-31,18722,2024-01-25,1,646.7
2024-12-31,18722,2024-02-25,1,634.34
2024-12-31,18722,2024-03-25,1,634.08
2024-12-31,18722,2024-04-25,1,642.16
2024-12-31,18722,2024-05-25,1,651.46
2024-12-31,18722,2024-06-25,1,632.85
2024-12-31,18722,2024-07-25,1,653.29
2024-12-31,18722,2024-08-25,1,647.19
2024-12-31,18722,2024-09-25,1,645.05
2024-12-31,18722,2024-10-25,1,631.04
2024-12-31,18722,2024-11-25,1,628.59
2024-12-31,18722,2024-12-25,1,659.29
2024-12-31,18723,2024-01-20,1,765.83
2024-12-31,18723,2024-02-20,1,755
2024-12-31,18723,2024-03-20,1,755.99
2024-12-31,18723,2024-04-20,1,761.72
2024-12-31,18723,2024-05-20,1,765.12
2024-12-31,18723,2024-06-20,1,766.65
2024-12-31,18723,2024-07-20,1,770.04
2024-12-31,18723,2024-08-20,1,787.58
2024-12-31,18723,2024-09-20,1,774.02
2024-12-31,18723,2024-10-20,1,768.09
2024-12-31,18723,2024-11-20,1,783.01
2024-12-31,18723,2024-12-20,1,758.65
2024-12-31,18724,2024-01-20,2,708.88
2024-12-31,18724,2024-02-20,2,730.63
2024-12-31,18724,2024-03-20,2,730.23
2024-12-31,18724,2024-04-20,2,695.53
2024-12-31,18724,2024-05-20,2,716.83
2024-12-31,18724,2024-06-20,2,712.54
2024-12-31,18724,2024-07-20,2,717.87
2024-12-31,18724,2024-08-20,2,697.45
2024-12-31,18724,2024-09-20,2,729.88
2024-12-31,18724,2024-10-20,2,701.82
2024-12-31,18724,2024-11-20,2,715.3
2024-12-31,18724,2024-12-20,2,705.11
2024-12-31,18726,2024-01-25,1,889.97
2024-12-31,18726,2024-02-25,1,901.87
2024-12-31,18726,2024-03-25,1,915.95
2024-12-31,18726,2024-04-25,1,908.49
2024-12-31,18726,2024-05-25,1,883.62
2024-12-31,18726,2024-06-25,1,914.78
2024-12-31,18726,2024-07-25,1,897.28
2024-12-31,18726,2024-08-25,1,901.57
2024-12-31,18726,2024-09-25,1,876.75
2024-12-31,18726,2024-10-25,1,876.28
2024-12-31,18726,2024-11-25,1,913.6
2024-12-31,18726,2024-12-25,1,897.53
2024-12-31,18728,2024-01-15,2,1120.37
2024-12-31,18728,2024-02-15,2,1097.38
2024-12-31,18728,2024-03-15,2,1090.92
2024-12-31,18728,2024-04-15,2,1095.97
2024-12-31,18728,2024-05-15,2,1125.12
2024-12-31,18728,2024-06-15,2,1102.71
2024-12-31,18728,2024-07-15,2,1110.69
2024-12-31,18728,2024-08-15,2,1125.43
2024-12-31,18728,2024-09-15,2,1104.36
2024-12-31,18728,2024-10-15,2,1121.7
2024-12-31,18728,2024-11-15,2,1104.51
2024-12-31,18728,2024-12-15,2,1119.04
2024-12-31,18729,2024-01-20,1,756.87
2024-12-31,18729,2024-02-20,1,762.61
2024-12-31,18729,2024-03-20,1,761.06
2024-12-31,18729,2024-04-20,1,762.24
2024-12-31,18729,2024-05-20,1,769.85
2024-12-31,18729,2024-06-20,1,752.26
2024-12-31,18729,2024-07-20,1,762.29
2024-12-31,18729,2024-08-20,1,756.04
2024-12-31,18730,2024-01-25,2,1189.16
2024-12-31,18730,2024-02-25,2,1179.47
2024-12-31,18730,2024-03-25,2,1174.75
2024-12-31,18730,2024-04-25,2,1181.46
2024-12-31,18730,2024-05-25,2,1166.56
2024-12-31,18730,2024-06-25,2,1181.97
2024-12-31,18730,2024-07-25,2,1165.75
2024-12-31,18730,2024-08-25,2,1179.24
2024-12-31,18730,2024-09-25,2,1194.21
2024-12-31,18730,2024-10-25,2,1160.7
2024-12-31,18730,2024-11-25,2,1180.95
2024-12-31,18730,2024-12-25,2,1184.76
2024-12-31,18732,2024-01-10,1,903.99
2024-12-31,18732,2024-02-10,1,895.39
2024-12-31,18732,2024-03-10,1,932.27
2024-12-31,18732,2024-04-10,1,922.93
2024-12-31,18732,2024-05-10,1,917.27
2024-12-31,18732,2024-06-10,1,930.02
2024-12-31,18732,2024-07-10,1,914.85
2024-12-31,18732,2024-08-10,1,918.63
2024-12-31,18732,2024-09-10,1,908.03
2024-12-31,18732,2024-10-10,1,920.93
2024-12-31,18732,2024-11-10,1,924.32
2024-12-31,18732,2024-12-10,1,905.72
2024-12-31,18733,2024-01-05,1,958.51
2024-12-31,18733,2024-02-05,1,935.67
2024-12-31,18733,2024-03-05,1,930.93
2024-12-31,18733,2024-04-05,1,957.25
2024-12-31,18733,2024-05-05,1,948.84
2024-12-31,18733,2024-06-05,1,956.86
2024-12-31,18733,2024-07-05,1,939.28
2024-12-31,18733,2024-08-05,1,960.6
2024-12-31,18733,2024-09-05,1,928.86
2024-12-31,18733,2024-10-05,1,937.96
2024-12-31,18733,2024-11-05,1,942.22
2024-12-31,18733,2024-12-05,1,924
2024-12-31,18734,2024-01-10,1,770.14
2024-12-31,18734,2024-02-10,1,776.97
2024-12-31,18734,2024-03-10,1,782.89
2024-12-31,18734,2024-04-10,1,787.75
2024-12-31,18734,2024-05-10,1,803.38
2024-12-31,18734,2024-06-10,1,777.34
2024-12-31,18734,2024-07-10,1,792.88
2024-12-31,18734,2024-08-10,1,781.85
2024-12-31,18734,2024-09-10,1,773.32
2024-12-31,18734,2024-10-10,1,805.54
2024-12-31,18734,2024-11-10,1,799.09
2024-12-31,18734,2024-12-10,1,802.94
2024-12-31,18735,2024-02-20,1,1318.33
2024-12-31,18735,2024-03-20,1,1348.08
2024-12-31,18735,2024-04-20,1,1346.91
2024-12-31,18735,2024-05-20,1,1325.19
2024-12-31,18735,2024-06-20,1,1338.39
2024-12-31,18735,2024-07-20,1,1332.32
2024-12-31,18735,2024-08-20,1,1317.21
2024-12-31,18735,2024-09-20,1,1347.8
2024-12-31,18735,2024-10-20,1,1325.78
,18735,2024-10-21,3,30.9
2024-12-31,18735,2024-11-20,1,1333.16
2024-12-31,18735,2024-12-20,1,1336.17
2024-12-31,18736,2024-01-10,1,1304.18
2024-12-31,18736,2024-02-10,1,1286.8
2024-12-31,18736,2024-03-10,1,1300.85
2024-12-31,18737,2024-01-10,1,1435.56
2024-12-31,18737,2024-02-10,1,1441.54
2024-12-31,18737,2024-03-10,1,1463.42
2024-12-31,18737,2024-04-10,1,1442.88
2024-12-31,18737,2024-05-10,1,1455.65
2024-12-31,18737,2024-06-10,1,1456.88
2024-12-31,18737,2024-07-10,1,1472.43
2024-12-31,18737,2024-08-10,1,1440.65
2024-12-31,18737,2024-09-10,1,1471.88
2024-12-31,18737,2024-10-10,1,1455.7
2024-12-31,18737,2024-11-10,1,1468.75
2024-12-31,18737,2024-12-10,1,1457.85
2024-12-31,18738,2024-01-15,1,643.82
2024-12-31,18738,2024-02-15,1,649.51
2024-12-31,18738,2024-03-15,1,656.81
2024-12-31,18738,2024-04-15,1,634.84
2024-12-31,18738,2024-05-15,1,634.55
2024-12-31,18738,2024-06-15,1,637.54
2024-12-31,18738,2024-07-15,1,626.24
2024-12-31,18738,2024-08-15,1,628.48
2024-12-31,18738,2024-09-15,1,638.11
2024-12-31,18738,2024-10-15,1,657.23
2024-12-31,18738,2024-11-15,1,646.49
2024-12-31,18738,2024-12-15,1,653.5
2024-12-31,18739,2024-01-10,1,1256.79
2024-12-31,18739,2024-02-10,1,1265.55
2024-12-31,18739,2024-03-10,1,1248.66
2024-12-31,18739,2024-04-10,1,1254.83
2024-12-31,18739,2024-05-10,1,1271.52
2024-12-31,18739,2024-06-10,1,1250
2024-12-31,18739,2024-07-10,1,1243.89
2024-12-31,18739,2024-08-10,1,1251.18
2024-12-31,18739,2024-09-10,1,1281.28
2024-12-31,18739,2024-10-10,1,1263.18
2024-12-31,18739,2024-11-10,1,1246.86
2024-12-31,18739,2024-12-10,1,1260.26
2024-12-31,18740,2024-01-20,1,1867.98
2024-12-31,18740,2024-02-20,1,1853.83
2024-12-31,18740,2024-03-20,1,1861.38
2024-12-31,18740,2024-04-20,1,1868.21
2024-12-31,18740,2024-05-20,1,1838.24
2024-12-31,18740,2024-06-20,1,1858.48
2024-12-31,18740,2024-07-20,1,1867.23
2024-12-31,18740,2024-08-20,1,1875.4
2024-12-31,18740,2024-09-20,1,1867.25
2024-12-31,18740,2024-10-20,1,1871.69
2024-12-31,18740,2024-11-20,1,1854.98
2024-12-31,18740,2024-12-20,1,1862.26
2024-12-31,18743,2024-01-20,1,1135.21
2024-12-31,18743,2024-02-20,1,1116.22
2024-12-31,18743,2024-03-20,1,1123.69
2024-12-31,18743,2024-04-20,1,1126.7
2024-12-31,18743,2024-05-20,1,1134.76
2024-12-31,18743,2024-06-20,1,1139.8
2024-12-31,18743,2024-07-20,1,1127.52
2024-12-31,18743,2024-08-20,1,1135
2024-12-31,18743,2024-09-20,1,1118.02
2024-12-31,18743,2024-10-20,1,1124.52
2024-12-31,18745,2024-01-10,1,908.95
2024-12-31,18745,2024-02-10,1,915.1
2024-12-31,18745,2024-03-10,1,906.99
2024-12-31,18745,2024-04-10,1,913.08
2024-12-31,18745,2024-05-10,1,929.88
2024-12-31,18745,2024-06-10,1,895.92
2024-12-31,18745,2024-07-10,1,912.83
2024-12-31,18745,2024-08-10,1,923.86
2024-12-31,18745,2024-09-10,1,925.87
2024-12-31,18745,2024-10-10,1,924.99
2024-12-31,18745,2024-11-10,1,895.48
2024-12-31,18745,2024-12-10,1,918.13
2024-12-31,18747,2024-01-25,1,1452.9
2024-12-31,18747,2024-02-25,1,1478.79
2024-12-31,18747,2024-03-25,1,1472.94
2024-12-31,18747,2024-04-25,1,1472.56
2024-12-31,18747,2024-05-25,1,1458.95
2024-12-31,18747,2024-06-25,1,1453.55
2024-12-31,18747,2024-07-25,1,1463.65
2024-12-31,18747,2024-08-25,1,1483.27
2024-12-31,18747,2024-09-25,1,1484.63
2024-12-31,18747,2024-10-25,1,1449.16
2024-12-31,18747,2024-11-25,1,1470.32
2024-12-31,18747,2024-12-25,1,1454.48
2024-12-31,18749,2024-08-25,2,1041.52
2024-12-31,18749,2024-09-25,2,1050.23
2024-12-31,18749,2024-10-25,2,1021.48
2024-12-31,18749,2024-11-25,2,1042.54
2024-12-31,18749,2024-12-25,2,1040.78
2024-12-31,18751,2024-01-20,1,982.93
2024-12-31,18751,2024-02-20,1,976.65
2024-12-31,18751,2024-03-20,1,971.27
2024-12-31,18751,2024-04-20,1,975.26
2024-12-31,18751,2024-05-20,1,995.15
2024-12-31,18751,2024-06-20,1,980.91
2024-12-31,18751,2024-07-20,1,997.44
2024-12-31,18751,2024-08-20,1,997.45
2024-12-31,18751,2024-09-20,1,996.58
2024-12-31,18751,2024-10-20,1,984.81
2024-12-31,18751,2024-11-20,1,998.61
2024-12-31,18751,2024-12-20,1,963.32
2024-12-31,18752,2024-01-20,1,1031.97
2024-12-31,18752,2024-02-20,1,1022.16
2024-12-31,18752,2024-03-20,1,999.55
2024-12-31,18752,2024-04-20,1,1005.04
2024-12-31,18752,2024-05-20,1,996.21
2024-12-31,18752,2024-06-20,1,1009.41
2024-12-31,18752,2024-07-20,1,1020.74
2024-12-31,18752,2024-08-20,1,1014.42
2024-12-31,18752,2024-09-20,1,1005.86
2024-12-31,18752,2024-10-20,1,1026.01
2024-12-31,18752,2024-11-20,1,1011.04
2024-12-31,18752,2024-12-20,1,1005.64
2024-12-31,18753,2024-01-25,1,1057.91
2024-12-31,18753,2024-02-25,1,1042.22
2024-12-31,18755,2024-01-05,1,1154.74
2024-12-31,18755,2024-02-05,1,1162.52
2024-12-31,18755,2024-03-05,1,1150.3
2024-12-31,18755,2024-04-05,1,1174.25
2024-12-31,18755,2024-05-05,1,1164.91
2024-12-31,18755,2024-06-05,1,1161.48
2024-12-31,18755,2024-07-05,1,1136.14
2024-12-31,18755,2024-08-05,1,1165.25
2024-12-31,18755,2024-09-05,1,1169.82
2024-12-31,18755,2024-10-05,1,1140.13
2024-12-31,18755,2024-11-05,1,1144.64
2024-12-31,18755,2024-12-05,1,1166.67
2024-12-31,18756,2024-01-15,2,745.35
2024-12-31,18756,2024-02-15,2,743.58
2024-12-31,18756,2024-03-15,2,752.69
2024-12-31,18756,2024-04-15,2,750.54
2024-12-31,18756,2024-05-15,2,742.45
2024-12-31,18756,2024-06-15,2,732.86
2024-12-31,18756,2024-07-15,2,757.58
2024-12-31,18756,2024-08-15,2,727.6
2024-12-31,18756,2024-09-15,2,741.58
2024-12-31,18756,2024-10-15,2,724.28
2024-12-31,18756,2024-11-15,2,756.25
2024-12-31,18756,2024-12-15,2,757.29
2024-12-31,18757,2024-04-15,1,883.45
2024-12-31,18757,2024-05-15,1,877.22
2024-12-31,18757,2024-06-15,1,879.51
2024-12-31,18757,2024-07-15,1,895.64
2024-12-31,18757,2024-08-15,1,901.57
2024-12-31,18757,2024-09-15,1,881.38
2024-12-31,18757,2024-10-15,1,892.74
2024-12-31,18757,2024-11-15,1,889.42
2024-12-31,18757,2024-12-15,1,874.44
2024-12-31,18758,2024-01-05,2,1136.86
2024-12-31,18758,2024-02-05,2,1136.85
2024-12-31,18758,2024-03-05,2,1160.23
2024-12-31,18758,2024-04-05,2,1138.93
2024-12-31,18758,2024-05-05,2,1129.09
2024-12-31,18758,2024-06-05,2,1128.63
2024-12-31,18758,2024-07-05,2,1148.01
2024-12-31,18758,2024-08-05,2,1156.07
2024-12-31,18758,2024-09-05,2,1130.05
2024-12-31,18758,2024-10-05,2,1144.26
2024-12-31,18758,2024-11-05,2,1152.26
2024-12-31,18758,2024-12-05,2,1157.5
2024-12-31,18759,2024-01-15,1,575.23
2024-12-31,18759,2024-02-15,1,575.75
2024-12-31,18759,2024-03-15,1,581.52
2024-12-31,18759,2024-04-15,1,573.32
2024-12-31,18759,2024-05-15,1,570.67
2024-12-31,18759,2024-06-15,1,596.08
2024-12-31,18759,2024-07-15,1,578.4
2024-12-31,18759,2024-08-15,1,576.4
2024-12-31,18759,2024-09-15,1,581.46
2024-12-31,18759,2024-10-15,1,590.1
2024-12-31,18759,2024-11-15,1,596.25
2024-12-31,18759,2024-12-15,1,607.74
2024-12-31,18760,2024-01-15,2,999.69
2024-12-31,18760,2024-02-15,2,988.09
2024-12-31,18760,2024-03-15,2,993.5
2024-12-31,18760,2024-04-15,2,990.96
2024-12-31,18760,2024-05-15,2,984.46
2024-12-31,18760,2024-06-15,2,998.78
2024-12-31,18760,2024-07-15,2,991.71
2024-12-31,18760,2024-08-15,2,1002.93
2024-12-31,18761,2024-01-25,1,902.99
2024-12-31,18761,2024-02-25,1,880.58
2024-12-31,18761,2024-03-25,1,892.91
2024-12-31,18761,2024-04-25,1,878.77
2024-12-31,18761,2024-05-25,1,891.37
2024-12-31,18761,2024-06-25,1,877.4
2024-12-31,18761,2024-07-25,1,904.37
2024-12-31,18761,2024-08-25,1,871.26
2024-12-31,18761,2024-09-25,1,876.32
2024-12-31,18761,2024-10-25,1,890.26
2024-12-31,18761,2024-11-25,1,899.62
2024-12-31,18761,2024-12-25,1,900.37
2024-12-31,18762,2024-01-25,2,1100.61
2024-12-31,18762,2024-02-25,2,1091.51
2024-12-31,18762,2024-03-25,2,1108.29
2024-12-31,18762,2024-04-25,2,1099.08
2024-12-31,18762,2024-05-25,2,1075.6
2024-12-31,18762,2024-06-25,2,1076.08
2024-12-31,18762,2024-07-25,2,1074.77
2024-12-31,18762,2024-08-25,2,1084.51
2024-12-31,18762,2024-09-25,2,1080.88
2024-12-31,18762,2024-10-25,2,1097.92
2024-12-31,18762,2024-11-25,2,1111.12
2024-12-31,18762,2024-12-25,2,1074.98
2024-12-31,18763,2024-01-05,1,940.53
2024-12-31,18763,2024-02-05,1,931.56
2024-12-31,18763,2024-03-05,1,920.85
2024-12-31,18763,2024-04-05,1,949.29
2024-12-31,18763,2024-05-05,1,934.76
2024-12-31,18763,2024-06-05,1,940.78
2024-12-31,18763,2024-07-05,1,924.06
2024-12-31,18763,2024-08-05,1,942.48
2024-12-31,18763,2024-09-05,1,940.83
2024-12-31,18763,2024-10-05,1,936.32
2024-12-31,18763,2024-11-05,1,956.62
2024-12-31,18763,2024-12-05,1,938.39
2024-12-31,18764,2024-12-05,1,611.7
2024-12-31,18765,2024-03-20,1,825.38
2024-12-31,18765,2024-04-20,1,795.35
2024-12-31,18765,2024-05-20,1,818.27
2024-12-31,18765,2024-06-20,1,821.99
2024-12-31,18765,2024-07-20,1,800.77
2024-12-31,18765,2024-08-20,1,827.05
2024-12-31,18765,2024-09-20,1,808.66
2024-12-31,18765,2024-10-20,1,806.23
2024-12-31,18765,2024-11-20,1,796.25
2024-12-31,18765,2024-12-20,1,828
2024-12-31,18766,2024-08-15,1,1132.88
2024-12-31,18766,2024-09-15,1,1140.71
2024-12-31,18766,2024-10-15,1,1125.27
2024-12-31,18766,2024-11-15,1,1115.27
2024-12-31,18766,2024-12-15,1,1138.44
2024-12-31,18767,2024-01-05,2,1100.76
2024-12-31,18767,2024-02-05,2,1136.18
2024-12-31,18767,2024-03-05,2,1114.58
2024-12-31,18767,2024-04-05,2,1138.08
2024-12-31,18767,2024-05-05,2,1106.56
2024-12-31,18767,2024-06-05,2,1107.63
2024-12-31,18767,2024-07-05,2,1126.12
2024-12-31,18767,2024-08-05,2,1131.24
2024-12-31,18767,2024-09-05,2,1129.08
2024-12-31,18767,2024-10-05,2,1128.19
2024-12-31,18767,2024-11-05,2,1119.72
2024-12-31,18768,2024-01-15,2,1221.23
2024-12-31,18768,2024-02-15,2,1215.97
2024-12-31,18768,2024-03-15,2,1198.88
2024-12-31,18768,2024-04-15,2,1199
2024-12-31,18768,2024-05-15,2,1192.14
2024-12-31,18768,2024-06-15,2,1191.28
2024-12-31,18768,2024-07-15,2,1227.65
2024-12-31,18768,2024-08-15,2,1225.81
2024-12-31,18768,2024-09-15,2,1207.53
2024-12-31,18768,2024-10-15,2,1193.28
2024-12-31,18768,2024-11-15,2,1188.87
2024-12-31,18768,2024-12-15,2,1194.43
2024-12-31,18769,2024-01-25,1,1114.55
2024-12-31,18769,2024-02-25,1,1115.7
2024-12-31,18769,2024-03-25,1,1131.39
2024-12-31,18769,2024-04-25,1,1132.01
2024-12-31,18769,2024-05-25,1,1135.8
2024-12-31,18769,2024-06-25,1,1123.63
2024-12-31,18769,2024-07-25,1,1145.78
2024-12-31,18769,2024-08-25,1,1128.85
2024-12-31,18769,2024-09-25,1,1136.51
2024-12-31,18769,2024-10-25,1,1152.02
2024-12-31,18769,2024-11-25,1,1139.38
2024-12-31,18769,2024-12-25,1,1114.19
2024-12-31,18770,2024-01-10,1,791.24
2024-12-31,18770,2024-02-10,1,773
2024-12-31,18770,2024-03-10,1,775.34
2024-12-31,18770,2024-04-10,1,769.66
2024-12-31,18770,2024-05-10,1,755.56
2024-12-31,18770,2024-06-10,1,789.27
2024-12-31,18770,2024-07-10,1,760.78
2024-12-31,18770,2024-08-10,1,789.96
2024-12-31,18770,2024-09-10,1,776.58
2024-12-31,18770,2024-10-10,1,784.42
2024-12-31,18770,2024-11-10,1,780.81
2024-12-31,18770,2024-12-10,1,765.49
2024-12-31,18771,2024-01-20,1,769.81
2024-12-31,18771,2024-02-20,1,794.95
2024-12-31,18771,2024-03-20,1,768.54
2024-12-31,18771,2024-04-20,1,760.97
2024-12-31,18771,2024-05-20,1,798.53
2024-12-31,18771,2024-06-20,1,764.22
2024-12-31,18771,2024-07-20,1,781
2024-12-31,18771,2024-08-20,1,771.59
2024-12-31,18771,2024-09-20,1,793.91
2024-12-31,18771,2024-10-20,1,776.95
2024-12-31,18771,2024-11-20,1,795.07
2024-12-31,18771,2024-12-20,1,772.5
2024-12-31,18772,2024-01-15,1,897.35
2024-12-31,18772,2024-02-15,1,900.18
2024-12-31,18772,2024-03-15,1,912.54
2024-12-31,18772,2024-04-15,1,877.48
2024-12-31,18772,2024-05-15,1,909.43
2024-12-31,18772,2024-06-15,1,877.25
2024-12-31,18772,2024-07-15,1,881.5
2024-12-31,18772,2024-08-15,1,886.71
,18772,2024-08-23,3,30.41
2024-12-31,18772,2024-09-15,1,884.37
2024-12-31,18772,2024-10-15,1,906.21
2024-12-31,18772,2024-11-15,1,873.68
2024-12-31,18772,2024-12-15,1,904.14
2024-12-31,18773,2024-01-20,1,928.55
2024-12-31,18773,2024-02-20,1,917.15
2024-12-31,18773,2024-03-20,1,926.35
2024-12-31,18773,2024-04-20,1,905.91
2024-12-31,18773,2024-05-20,1,925.65
2024-12-31,18773,2024-06-20,1,929.65
2024-12-31,18773,2024-07-20,1,925.02
2024-12-31,18773,2024-08-20,1,925.77
2024-12-31,18773,2024-09-20,1,909.89
2024-12-31,18773,2024-10-20,1,899.55
2024-12-31,18773,2024-11-20,1,908.83
2024-12-31,18773,2024-12-20,1,901.55
2024-12-31,18774,2024-01-05,2,1056.93
2024-12-31,18774,2024-02-05,2,1078.18
2024-12-31,18774,2024-03-05,2,1073.12
2024-12-31,18774,2024-04-05,2,1074.47
2024-12-31,18774,2024-05-05,2,1052.07
2024-12-31,18774,2024-06-05,2,1078.41
2024-12-31,18774,2024-07-05,2,1052.24
2024-12-31,18774,2024-08-05,2,1076.67
2024-12-31,18774,2024-09-05,2,1054.38
2024-12-31,18774,2024-10-05,2,1082.86
2024-12-31,18774,2024-11-05,2,1074.66
2024-12-31,18774,2024-12-05,2,1080.53
2024-12-31,18775,2024-01-20,1,866.09
2024-12-31,18775,2024-02-20,1,843.89
2024-12-31,18775,2024-03-20,1,837.34
2024-12-31,18775,2024-04-20,1,869.26
2024-12-31,18775,2024-05-20,1,846.06
2024-12-31,18775,2024-06-20,1,843.2
2024-12-31,18775,2024-07-20,1,842.94
2024-12-31,18775,2024-08-20,1,842.37
2024-12-31,18775,2024-09-20,1,842.25
2024-12-31,18775,2024-10-20,1,843.69
2024-12-31,18775,2024-11-20,1,840.29
2024-12-31,18775,2024-12-20,1,837.67
2024-12-31,18776,2024-01-15,1,803.46
2024-12-31,18776,2024-02-15,1,783.91
2024-12-31,18776,2024-03-15,1,781.23
2024-12-31,18776,2024-04-15,1,795.2
2024-12-31,18776,2024-05-15,1,775.95
2024-12-31,18776,2024-06-15,1,784.79
2024-12-31,18776,2024-07-15,1,779.59
2024-12-31,18776,2024-08-15,1,806.46
2024-12-31,18777,2024-01-25,1,933.47
2024-12-31,18777,2024-02-25,1,930.91
2024-12-31,18777,2024-03-25,1,938.59
2024-12-31,18777,2024-04-25,1,954.45
2024-12-31,18777,2024-05-25,1,934.02
2024-12-31,18777,2024-06-25,1,942.14
2024-12-31,18777,2024-07-25,1,932.29
2024-12-31,18777,2024-08-25,1,925.57
2024-12-31,18777,2024-09-25,1,929.11
2024-12-31,18777,2024-10-25,1,933.67
2024-12-31,18777,2024-11-25,1,936.29
2024-12-31,18777,2024-12-25,1,950.38
2024-12-31,18778,2024-07-20,1,945.18
2024-12-31,18778,2024-08-20,1,930.95
2024-12-31,18778,2024-09-20,1,946.62
2024-12-31,18778,2024-10-20,1,942.53
2024-12-31,18778,2024-11-20,1,938.11
2024-12-31,18778,2024-12-20,1,942.17
2024-12-31,18779,2024-01-20,1,803.14
2024-12-31,18779,2024-02-20,1,831.17
2024-12-31,18779,2024-03-20,1,811.78
2024-12-31,18779,2024-04-20,1,793.13
2024-12-31,18779,2024-05-20,1,805.41
2024-12-31,18779,2024-06-20,1,803.12
2024-12-31,18779,2024-07-20,1,804.32
2024-12-31,18779,2024-08-20,1,822.71
2024-12-31,18779,2024-09-20,1,830.82
2024-12-31,18779,2024-10-20,1,797.75
2024-12-31,18779,2024-11-20,1,794.29
2024-12-31,18779,2024-12-20,1,793.47
2024-12-31,18780,2024-01-10,1,896.44
2024-12-31,18780,2024-02-10,1,927.5
2024-12-31,18780,2024-03-10,1,931.79
2024-12-31,18780,2024-04-10,1,901.52
2024-12-31,18780,2024-05-10,1,924.21
2024-12-31,18780,2024-06-10,1,930.55
2024-12-31,18780,2024-07-10,1,921.96
2024-12-31,18780,2024-08-10,1,917.84
2024-12-31,18780,2024-09-10,1,913.86
2024-12-31,18780,2024-10-10,1,896.39
2024-12-31,18780,2024-11-10,1,932.59
2024-12-31,18780,2024-12-10,1,916.99
2024-12-31,18781,2024-01-05,2,1021.73
2024-12-31,18781,2024-02-05,2,1019.81
2024-12-31,18781,2024-03-05,2,1014.25
2024-12-31,18781,2024-04-05,2,1017.51
2024-12-31,18781,2024-05-05,2,1014.89
2024-12-31,18781,2024-06-05,2,1046.3
2024-12-31,18781,2024-07-05,2,1040.26
2024-12-31,18781,2024-08-05,2,1025.97
2024-12-31,18781,2024-09-05,2,1022.19
2024-12-31,18781,2024-10-05,2,1021.11
2024-12-31,18781,2024-11-05,2,1016.5
2024-12-31,18781,2024-12-05,2,1040.08
2024-12-31,18783,2024-11-20,1,1025.93
2024-12-31,18783,2024-12-20,1,1008.59
2024-12-31,18784,2024-01-10,1,1099.27
2024-12-31,18784,2024-02-10,1,1118.31
2024-12-31,18784,2024-03-10,1,1100.4
2024-12-31,18784,2024-04-10,1,1128.5
2024-12-31,18784,2024-05-10,1,1118.67
2024-12-31,18784,2024-06-10,1,1106.84
2024-12-31,18784,2024-07-10,1,1111.47
2024-12-31,18784,2024-08-10,1,1125.57
2024-12-31,18784,2024-09-10,1,1120.23
2024-12-31,18784,2024-10-10,1,1122.23
2024-12-31,18784,2024-11-10,1,1129.49
2024-12-31,18784,2024-12-10,1,1090.65
2024-12-31,18785,2024-01-05,1,1109.54
2024-12-31,18785,2024-02-05,1,1141.97
2024-12-31,18785,2024-03-05,1,1134.31
2024-12-31,18785,2024-04-05,1,1126.04
2024-12-31,18785,2024-05-05,1,1120.62
2024-12-31,18785,2024-06-05,1,1143.9
2024-12-31,18785,2024-07-05,1,1134.83
2024-12-31,18785,2024-08-05,1,1137.68
2024-12-31,18785,2024-09-05,1,1106.03
